RR_mean,RR_std,HR_mean,HR_std,RMSSD,QRS_mean,QT_mean,ST_amp_mean,ST_slope_mean,ST_amp_max,ST_amp_min,label
0.7459401709401708,0.1498519979906012,83.88244001322444,17.262519071496193,0.2248899479370467,-1062.8787878787878,-551.7676767676768,1.0819858678152672,5.990095725535405,1.7668672212866001,0.5423777490161882,1
0.6390873015873015,0.18383008784411492,101.14927806078244,25.894263876313822,0.22825023962712188,96.875,2051.7361111111113,1.1312401288812177,0.8706031891057324,1.5541201023423328,0.2884031459966387,1
0.5600694444444445,0.18690717754269176,118.51737908511821,35.384558126944896,0.13140973525016525,-108.53174603174602,1347.0238095238096,1.0846368942137017,2.1555833748619415,1.5784819050511507,0.08679212827002511,1
0.6537037037037037,0.2685249041386314,107.07531264548874,39.52168231932374,0.35415849663779175,122.83950617283952,2318.20987654321,1.0363021848757397,1.7015899392305809,1.5883702876985455,0.31939430677051706,1
0.7898148148148149,0.13739630083894167,78.7786698050077,16.298131271214007,0.21067039324581877,-244.16666666666669,758.0555555555555,1.1267887003782369,4.673480838371602,1.656849195157725,0.6335512281821505,1
0.8232323232323232,0.008314180622805223,72.89086409570929,0.7355800202109126,0.014433756729740666,162.84722222222223,2575.0,1.186383023168299,1.4072639577532235,2.0524500484028465,0.5537266899814959,1
0.6005555555555555,0.17057214299843393,106.36519405069099,23.402685546613924,0.23768499710399163,99.07407407407408,1990.7407407407409,0.7900780665670102,1.9460825815505203,1.6079246867905026,-0.0435939854482546,1
0.6662698412698413,0.1712751003208636,95.93375524312872,23.39094643322392,0.252386519777943,100.92592592592592,1236.7283950617284,0.9258601994082727,3.5295372867291688,1.8394601690544015,0.21884992204856155,1
0.634126984126984,0.18686895151162128,101.59879422509496,24.430812761277465,0.2504317259907699,141.41414141414143,1612.8787878787878,0.8969313243879306,2.320509183527447,1.6676364156185133,-0.022573528674639354,1
0.5684027777777778,0.1818035793755597,115.47469910274991,32.192025547433566,0.1235387844999301,-291.45299145299145,160.25641025641022,0.9735422048991651,5.977670586786909,1.4565825496964018,-0.09126002439014197,1
0.6922619047619047,0.25052233478122826,98.47094044515757,35.205585964725955,0.4084350707609966,130.05050505050505,1607.828282828283,1.0520462205208383,9.114912420590464,1.5721270834294054,0.24190141896813439,1
0.744675925925926,0.16903205103295066,84.88367559678879,19.067358730519317,0.27070930856153264,170.7070707070707,962.878787878788,1.0063332537893126,1.1974432595207987,2.0640635339555384,0.18983210487147534,1
0.7003968253968255,0.16705925040801656,90.29658933874249,19.544825990183032,0.27534942834933884,-154.04040404040404,1379.040404040404,1.1857019317563768,3.0924338735897483,1.6246402593569975,0.2697607013172359,1
0.7520833333333333,0.2174845821364774,86.22406732480515,22.666624717533246,0.2950441767222883,101.62037037037037,248.37962962962965,0.954328596135752,8.232746315865237,1.6554863172596581,0.0626912985354886,1
0.6407407407407408,0.23773335225921927,105.51132787557181,34.32022676990183,0.3450335783572427,-637.6262626262625,890.6565656565657,1.1384200059215828,2.150695280414607,1.9089290764751499,-0.023753586858812903,1
0.6083333333333333,0.22142217092644037,109.92859083305493,33.056207655391766,0.25881973325267854,141.4351851851852,1465.2777777777776,0.9148394848002698,1.517945789766517,2.7587655909927964,-0.24492786986787232,1
0.775,0.2589151155051343,85.9330100149516,25.765356636276007,0.37313734935206033,146.46464646464645,1015.4040404040405,0.9265276243855971,1.0463916170800127,2.62190582673345,-0.307105240797378,1
0.5562091503267974,0.1457692184357157,114.4230585908219,26.223250039588653,0.15033078239602982,73.85620915032679,611.6013071895425,1.0162691704811269,2.8194824142341726,1.6104755420042984,-0.13654322531320734,1
0.44936868686868686,0.0650041644730309,136.84759103986508,23.458285376297912,0.08258704634140877,-343.38624338624334,-292.85714285714283,0.6108925294006208,9.082713112599869,1.5964790694896482,-0.7119634233004157,1
0.5905555555555556,0.239765403175001,119.73099512979888,45.74777275523464,0.14307578066306567,94.44444444444443,801.7857142857143,0.872893846623714,4.263956754867532,2.0860769059691617,-0.21886387471331237,1
0.8104166666666667,0.01027683929649218,74.04797321629177,0.9451079029817298,0.014841096217085967,80.55555555555556,189.8148148148148,1.0963253432161568,13.824707744550913,1.6425579164554218,0.08324461562816998,1
0.8070707070707072,0.018325053087400737,74.38095177839317,1.6751128709359075,0.033042714592695324,85.35353535353535,222.2222222222222,0.8966838743700858,10.334497221922174,1.3827656105231962,0.07992824437163251,1
0.7068376068376069,0.14990348028161515,88.94515692338807,19.279164548065303,0.23430271519058207,104.7008547008547,504.0598290598291,0.8766752032902982,5.468239731392042,1.5036626684953214,0.08743732381015112,1
0.4223484848484849,0.05411955522290204,144.5209686122877,19.39272734724383,0.07886382715410228,-304.5321637426901,-231.43274853801168,1.228198259935461,15.772419849815755,1.7537578830355138,0.04958304747885284,1
0.7113247863247865,0.21923326834183113,91.82432498356587,24.516513819461977,0.351878044834022,138.88888888888889,1476.2626262626263,0.9923943232831468,1.9139140517963755,2.2301456982861283,-0.021443084860182204,1
0.525,0.23805524096043154,127.42528109149143,31.458159321080167,0.27291136551255235,-209.54861111111111,-197.22222222222223,0.8039517620786125,7.504669079605231,1.858552418927176,0.06349570075315003,1
0.7104700854700854,0.1751107160493079,89.50028466322209,20.692073156909004,0.2843957025657387,88.6574074074074,1473.148148148148,1.022292942023488,0.8523181223037746,1.8228244987797266,-0.5532044208912207,1
0.6722222222222223,0.1543247794948613,93.83258287916883,20.09417665546885,0.2979372739072536,101.28205128205128,428.4188034188034,0.9638726498008194,12.360479667210846,1.6734594776308391,-0.475462006211657,1
0.6399305555555556,0.15764309526938095,99.28720892911103,23.072096935551563,0.22764223609497644,132.93650793650795,525.3968253968254,0.8245981055467679,4.531318935792285,1.6576351621908452,-0.6623149137506805,1
